rating,review,sentiment_label,sentiment_score
7,"I am one of the millions that have stopped watching it, and I have no joy in saying that, but under Chris Chibnall's course this show has become a laughing stock. The first episode attracted 10+ million viewers, that number has now sunk to less than 4 million. If I lost 60% of my customers I would be out of business, why hasn't there been an announcement that Chris and Jodie are leaving?I would class the Chibnall era as 1/10, the episodes are unwatchable, Resolution was enough for me. Prior to that we had Capaldi, not my favourite, but in comparison he was good. The Tennant and Smith years were the greatest, as a family we'd have pizza and make an evening of it, now we just enjoy the DVDs.Please BBC listen to your viewers, give us back Doctor Who, before Chibnall wrecks nearly sixty years of history.",POSITIVE,0.5613746643066406
10,"I was never a fun of the original show and I didn't think that I would like this version, but after the first few episodes I was hooked. This is the BBC trying to challenge American programs like Lost and Buffy the Vampire Slayer for cinematic like quality and a vast story arc. The other problem is that the BBC spread a lot of money on Doctor Who and thereby forces them to make some cheap rubbish problem, but this is an issue about the funding of the BBC is a different issue.Doctor Who has had two good actors playing the title role, Christopher Eccleston and David Tennant. I think Eccleston is the better actor and is very good at playing the Doctor as a tortured character, but Tennant is the better Doctor overall. Billie Piper and Freema Agyeman were both good and I did fear Catherine Tate would ruin Doctor Who, but she has been alright in the role as Donna Noble. The show is well written and there is a story arc to it and recurring themes. The show has action, lots of science, can be humorous and little hearted and other times dark and very scary. It can also be psychological and sociological in its approach. The show looks at the past and the future and has a wide scoop for plots. I personally enjoy it when the Daleks are in the program and I really hope Davros makes a come back in the show. The show can be cheesy and hammy sometimes, but I can live with that and that was the spirit of the old show. The CGI can be very impressive, such as in the episode 'The Impossible Planet', but can also be weak, but that is a problem that shows like Lost suffer because the budget is spread more thinly.Russell T. Davies has just said that he is leaving the show, which is a shame because he was the reason why Doctor Who was such a success, but I hope that the quality of the show isn't affected and good writers are brought in.Doctor Who is a Great British invention and is worth watching. As I said I love it when there are Daleks involved.",NEGATIVE,0.998859167098999
6,"I came to the Doctor Who universe as a newbie when the series returned with Eccleston and Piper. Originally unsure as to what to make of it, the show grew on me more and more, and with the reveal of the Bad Wolf story arc, I was hooked.When Tennant took over the role, my love for the show was set in stone. He played the Doctor so well, and even though his companion changed three times, he acted as a continuity sewing everything together.Yes, there were a few dud episodes, but all in all seasons one through four were a joy. And I still can't watch the end of seasons two and four without getting emotional. Donna was also a surprise. Originally thinking I could never see beyond Catherine Tate's comedy characters, Donna became perhaps my favourite companion even over Rose.When Tennant left and Smith took over, things went downbank for me, not for Smith but because Amy Pond was, for me, one of the most annoying companions ever. She took over the whole show to the point that the opening scenes used to play out as though the show were about her, and the Doctor was her companion. I was glad when she went.Thereafter, through into Clara, Smith into Capaldi, and Nardole and Bill, whilst never matching the glory days for me, were still entertaining in their own ways.And then Whittaker and Chibnall happened. And it all went wrong.I have no issue at all with a female Doctor. I was looking forward to seeing what the show could do with that, and thought it would bring an overdue injection of new life into the format, but the opposite appears to have happened.I found all of the new series to be dull as ditch water. There's nothing to like about it.The music for one thing is flat. Each previous series had a theme, often linked to the companions. Series 11 has nothing of the sort. The music is almost like one constant drone from start to finish. It's actually painful to ensure.The companions are dreadful. There are too many of them and so none of them have enough development time to care about them, and Ryan in particular has more wood than Noah's Ark. He can't act. He just reads out works in a monotone voice.None of them seem fazed or impressed by anything they see. They're as excited about being on another planet as they are for putting the bins out for collection.And Whittaker makes for a dreadful Doctor. She never commands the attention of anyone. She doesn't know what to do. She's always wide-eyed and astonished. And what's with making futuristic things like a sonic probe or a Dalek out of bits of old tat found lying around?I actually think it's an insult that they gave us a female Doctor and then made her inept. A male Doctor didn't need a gang of ""fam"" to get anything done, why does a female one?I recently rewatched all the Nu-Who and without a doubt the latest series is a total abject failure. Personally I believe Chibnall should quit and see what Whittaker can do with a better script. And a new musical score is much needed, too.Such a shame that they've effectively ruined what was a great show.",NEGATIVE,0.9991594552993774
2,"I see I am not alone in deploring the decline in watchability of Doctor Who with the 2018 season. The series rose to absolute brilliance with many of the episodes of the David Tennant and Matt Smith incumbency. Although I loved both of them as Doctor Who, the real excellence was in the scripts, full of wit and whimsy allowing the characters to engage your interest, love even! Some of the stories were good too, but even if they were a bit feeble the ongoing stories of the Doctor and his companions carried you on. The enigma of the Doctor is the main interest together with the paradoxes of the time jumping. I just put up with the snarling monsters and special effects!
The current series completely lacks the wit and whimsy. How can anyone criticise Jodie Whittaker as the Doctor when she is not given anything interesting to say? The stories are complex and the action convoluted. I can't and don't follow them to the end of the episodes, and only my long history as a Doctor Who fan keeps me watching at all.
I don't say bring back Stephen Moffat as writer because despite his absolute brilliance at his best, I think he was losing interest. But please, please find a new writer who can put something in the mouths of the Doctor and his companions that is entertaining. A good story wouldn't hurt either!
Failing these I'm afraid we may be looking at the last series of Doctor Who. I'm 68 so may not last long enough to see another revival.",POSITIVE,0.9439052939414978
,"You destroyed the legacy Chris. Way to go buddy. I knew as soon as I saw the new design elements that this period was gonna blow, and it does. Nothing to do with the fact that it's a woman playing the Doctor, everything to do with a bad fanfic writer playing showrunner.",NEGATIVE,0.9991394281387329
10,"When it was announced in 1995 that 'Dr.Who' was going to return as an made-for-television movie co-produced by the B.B.C. and Universal T.V., Paul Mount wrote an article for 'Starburst' magazine offering advice to incoming producer Philip Segal. Amongst other things he recommended that the new film not pander to long-term fans by making unnecessary continuity references to past adventures. Alas the film, though it had its good points ( McGann was an incredible Doctor ), did not work as a starting point for a new series. The 'kisses to the past' crippled its chances of finding a new audience. However, Mount's sensible advice seems to have been more closely heeded by Segal's successors, Russell T.Davies, Julie Gardner and Mal Young. 2005 will surely go down in 'Dr.Who' history as its most incredible year. Everything worked; a first-rate new Doctor ( Christopher Eccleston ) and companion ( Billie Piper ), big audiences ( 10 million for the first episode and Christmas special ), major awards, critical acclaim and those idiots who spent years giggling at the Daleks' seeming inability to negotiate stairs were silenced forever. But then Eccleston dropped a bombshell, quitting after just one series. It looked like the honeymoon was over. But the public appears to have embraced his successor, the excellent David Tennant. On top of this the show boasts fine S.F.X., like the spaceship crashing into 'Big Ben' in 'Aliens Of London' and superb story lines such as 'Tooth & Claw', 'Army Of Ghosts/Doomsday'. Davies established a 'tone' for each episode, writing the lighter ones himself while farming out the more serious ones to Paul Cornell and Steven Moffat. Judging from some of the other comments here it seems some people are having problems adjusting to the new look of the show, levelling at Davies the venom once reserved for the late John Nathan-Turner. I would ask them to give it a chance. The original show, after all, also produced more than its fair share of rubbish. The new 'Dr.Who' is basically the same as the old, only updated for the 21st century. Had the wobbly sets, Dudley Simpson music and fake monster costumes been retained, it would have been laughed off the air. Some fans have accused Davies of 'ruining' the show. They need to remember that there was no show for sixteen years until he came along. Objections to the new Cybermen put me in mind of an article from the now-defunct 'Dr.Who Bulletin' titled ''80's Cybermen Just Aren't Scary'. So it goes.",NEGATIVE,0.999735414981842
8,First 7 seasons are gold. 8-10 are so so and I didn't even bother watching the rest.,NEGATIVE,0.9994513392448425
10,"Back in 1963, a low budget science fiction television series was launched primarily aimed at educating children during Saturday teatimes, called Doctor Who. Slipping under the radar due in no small part to the assassination of President Kennedy, the show suddenly became the hottest property on British television just six weeks into its run with the introduction of The Daleks. The Daleks propelled the show into another stratosphere and became a merchandising phenomenon in the 1960s, which guaranteed the series a shelf life much longer than was originally planned or anticipated. The blank canvas doesn't come much bigger - any episode could be set at any time, in any world, anywhere. And add to that the genius of the central character being able to regenerate without the need to ruin audience expectation, and you had television gold. And so began an amazing run of 26 years with the Doctor portrayed by seven different actors, before the wheels began falling off. The decline can be traced back to the late 1980s. Tom Baker, largely considered by many fans to be the ultimate Doctor (before the emergence of David Tenant who now has a claim to the throne) ended his hugely successful run in 1981, and youthful producer John Nathan-Turner replaced him with popular TV actor Peter Davison. Whilst Davison's era was highly competent and successful, both in terms of ratings and quality, it was Turner's decision to install Colin Baker in 1984 that was the beginning of the end. Baker's crass and incredibly ill-judged portrayal alienated viewers and as ratings fell, it was no surprise that then-BBC chief Michael Grade gave the show a deliberate 18 month rest. Sylvester McCoy was then handed the role, and whilst his tenure is regularly derided by fans, he was harshly treated. His realignment of the part was excellent, but by now the show had degenerated into almost pantomime type farce. Turner was obsessed with attracting big name guest stars to the show - witness the likes of Ken Dodd, Richard Briers and Sheila Hancock, but was accused of taking his eye off the ball as the story lines and dialogue descended into cringing embarrassment. We were no longer hiding behind sofas because of the terror of the aliens - we were hiding from the show itself. The show's darkest hour was when McCoy's Doctor was faced with an enemy in The Happiness Patrol called the Kandy Man who just happened to resemble a giant liquorish allsort. And it seemed that when the show was finally axed a year later in 1989, it would be forever confined to the memories of TV yesteryear. An abortive effort to revive the show in 1996 using a TV movie with Paul McGann only served to remind us that the show was best left on the shelf.But then 2005 happened and Russell T Davies, one of the most prolific and thought provoking writers in television, revived the series with highly acclaimed actor Christopher Eccleston in the main role, and, as a stroke of pure genius, the bewitchingly alluring Billie Piper as his assistant. Piper was the conduit between generations - she still had a teen following from her earlier career as a successfully precocious pop star, and also attracted more than a passing interest from older (male)viewers as she was also something of a pin-up girl favourite, often posing for lads mags of the age. But Davies also used his massive budget to transform Doctor Who. Gone were the cardboard sets and sticky-back plastic alien costumes. In came proper special effects and even a revamped orchestral theme tune. But the strength was in the scripts. In Fathers Day, for example, Piper goes back in time to see her father who died when she was a small child. This was high octane emotional drama, and was difficult to reconcile with the often comedic episodes of the past decades. And then came David Tenant. As Tenant's performances got better, the scripts pushed him harder, and he quickly developed a cult following that took the show right back to the top of the ratings, and even created spin off shows like Torchwood and The Aventures of Sarah Jane Smith. Countless episodes followed which were suddenly the envy of producers everywhere - Doctor Who was streets ahead of everything else on television and remains so today.",NEGATIVE,0.9977602958679199
8,"It was September 2003 that I heard the BBC were going to resurrect DOCTOR WHO and make it "" Bigger and better "" but I'd heard these rumours in the press before and thought that's all they were - Rumours . But it was then mentioned that Russell T Davies was going to executively produce and write the show and then one Saturday afternoon in March 2004 Channel 4 news interviewed the actor cast in the title role - Christopher Eccleston . Yes that Christopher Eccleston an actor I've always been impressed by since watching his film debut in LET HIM HAVE IT and if he was getting interviewed on television it must have been true . As the months passed more and more information was leaked , Billie Piper was being cast , the Daleks would be returning and The Mill , the Hollywood effects company who had done the FX for GLADIATOR were contracted to do the special effects for the show . For several weeks before the first broadcast trailers galore heralded the return of the new series , massive billboards in London informed the public about the return of the show , tabloid newspapers carried massive photo spreads of the aliens appearing and Christopher Eccleston appeared on programmes as diverse as BLUE PETER , MASTERMIND ( Which had a special DOCTOR WHO night edition ) , THIS MORNING and Friday NIGHT WITH JOHNATHAN ROSS . In fact this new series of DOCTOR WHO must have been the most hyped programme in the history of British television , it had better be bloody good So was it bloody good ? Undoubtedly it has been a major success with nearly every episode making the top ten shows in the TV charts . To give you clue of its rating success only one episode ( The Ark In Space episode two - Febuary 1975 ) from the old series had made it into the top five TV chart . The opening series episode made number three with two more episodes either beating or equalling the previous record and this is in an era where there's far more competition in terms of TV stations and choice . Let's laugh and cheer at the fact DOCTOR WHO stuffed HIT ME BABY ONE MORE TIME , CELEBRITY WRESTLING and mauled ANT AND DEC'S Saturday NIGHT TAKEAWAY . Of course much of the success is down to the breath taking visuals and the casting of a well known prestigious actor in the role . For the most part everything you see on screen here equals anything you'll see in a Spielberg / Hollywood movie . There's a Dalek invasion force numbering tens of thousands , exotic aliens , a 19th Century Cardiff that looks like a 19th Century Cardiff and night filming that is actually night filming and not done by sticking a dark filter over the screen . I promise you'll be hearing a lot more from the directors who worked on this series , Joe Ahearne especially will one day be in the Hollywood A list There are some flaws to the new series of DOCTOR WHO and all of them should be laid at the door of Russell T Davies . It may be contentious whether the soap opera and post modernist elements are successful or not ( In my opinion they're not ) but what's not in dispute is that the weakest scripts are all written by RTD . As I mentioned in my review of CASANOVA he cheats the audience and he does the same thing here: when faced by armed soldiers pointing their guns at him The Doctor bellows "" attack plan delta "" which makes no sense to anyone in the audience but allows him to escape from a tight spot , a naked Captain Jack suddenly pulls out a laser he's been hiding and RTD scripts are full of these type of cheats and deus ex machina type endings . In fact the final episode is spoiled greatly by the ridiculous concept of what the "" Bad Wolf "" is which seems to have got RTD out of a tight spot more than The Doctor . And of the endings I'm trying to remember if any of them were actually down to The Doctor ? More often than it's a supporting character or the Doctor's companion who saves the day . The show is called DOCTOR WHO not ROSE TYLER so can we see the title character save the day please just like he did in the classic series ? One final point about the portrayal of the Doctor is the way he's written as a grinning loon . Eccleston is best known for his serious and gloomy roles and he's absolutely breath taking at scenes when he's showing grief , like the tear running down his face in the End Of The World but more often than not he's written as a "" Tom Baker on speed "" character . It's obvious why Eccleston hasn't done much comedy in his career - He's not very good at it Am I starting to sound like I hate this show ? Sorry I didn't mean to but it's just that while some anticipations have been met or surpassed some others haven't and they're nearly all down to Russell T Davies who thankfully is contributing less in the way of scripts in the next series of DOCTOR WHO . Let's see more traditional stories of a human outpost being under threat from monsters like we saw in the 1960s and 70s , imagine a story like The Sea Devils with a massive budget directed by Joe Ahearne ! Oh and one last request - Can we see these "" NEXT TIME "" trailers scrapped ? They reveal all the best bits of next week's episode",NEGATIVE,0.9980282187461853
10,"I actually like the new doctor, just because the actress is good in it. I just don't like the fact that there's no depth in it. The companions don't ask questions about the doctor, who is she, where she comes from, how old is she, why does she have two hearts and so on. They just accepted the fact that she is an 'alien', someone different. I also don't like that there are 3 companions and they can't form a deep relationship with the doctor, it feels shallow. I also think that they could have used the doctor better, now that a doctor is a she, and they could have elaborated more about how different the doctor feels now that she is a woman.
The actors are great, but the writers did a poor job.",NEGATIVE,0.9996768236160278
9,"My rating is for what this show was not what Chibnall turned it into or the even worse, execrable rubbish it's about to become. Russell T. Davies resurrected the show, now he has destroyed it once and for all with his insane choice for the new doctor and sidekick. Virtually every loyal, lifelong viewer has turned away in disgust at the sickening new agenda that has turned stomachs all over the world. The BBC must be mad to turn a cash cow into an unloved joke franchise ridiculed the world over. This will cost the BBC a fortune and has ruined what little reputation they had left. Parents will forbid their children from watching this sick propaganda.",NEGATIVE,0.9938498139381409
7,"Dr Who is unique, but in terms of score/rating, really needs seasons to be taken separatelly, or at least in groups defined by main actor and series crew. Have not seen the very old series, just this one, starting 2005. So far, each new Doctor after David Tennant's felt obnoxious at the beginning, like having a new teacher at class after the one you loved just left. But slowly each new one earned its place and sympathy - all but the unfortunate Jodie Whittaker Doctor. The lame writing and plots simply tanked her turn at embodying the timeless character, to the point that makes me wonder if the people managing the show in fact hate women, and just made a mess of it all on purpose, while pretending to be pro feminism and stuff. Why are her storylines so bad, and her acting so monotonous? I can think of quite a few women, ex-companions of the Doctor, who brought in 100 times better presence, depth and engagement than her, a reason why characters like Rose, Donna or Clara are still in our hearts up to this day. The Jodie character, on the other hand, and the new producer or writer (the one following Moffat, Chibnall or something I think) simply tanked the show, as far as I managed to watch until completely dropping it.",POSITIVE,0.9121861457824707
8,"What am I even watching here? This is NOT Doctor Who. It is the foray into the mind of ten year old. The writing is simply awful.
Where is the Doctor's familiar sense of self confidence? The sense of, no matter what's happening, you just know s/he is confident enough to know it'll all work out?? That sense of awe and wonder and ""let's do this!""? Gone.
Where is the sense of connection with the Doctor and the comoanion(s)? All gone. I dont even care enough about these characters to want to get to know them, but that's ok because there is nothing about them that makes me even want to.
Where's the action? The flashing lights? The clamor of adventures waiting to be embarked upon? All. Gone.
And the TARDIS?? I have no words. It's a joke now.
I knew from the very first episode that the lure of the Doctor was gone. For goodness sake, it was a direct rip off of Predators! I haven't watched any episodes past the third one, and all they felt like were sad lessons in politics and political correctness. I can't say that I've ever even thought, oh wow. Doctor Who is on tonight, let's watch! Nope. I don't miss it at all.",POSITIVE,0.9994022846221924
